dataset,run_name,mode,recon_mean_rel_err,recon_median_rel_err,recon_max_rel_err,recon_rmse,cp_precision,cp_recall,cp_f1,cp_n_true,cp_n_pred,cp_count_error,n_hidden,hidden_dim,warmup_epochs,ramp_epochs,stage1_sigma
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_8,Q,0.43859158738855736,0.43063613167490017,0.6464422506613058,292.11339028993694,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_9,Q,0.44351519437433773,0.4500483859228729,0.6278245099333589,282.13715527166005,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_10,Q,0.43596137452891853,0.43155059937958484,0.6386416073745464,288.82455425899724,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_11,Q,0.4551834595263912,0.518290143434456,0.6165081141565703,303.3539388771662,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_12,Q,0.45915053714672927,0.5141421947626931,0.6212976700149666,308.4573083393496,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_13,Q,0.45567644104540234,0.5144458192125648,0.619817996258157,304.96595343697095,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_14,Q,0.4547865142102317,0.5146305671450406,0.6164437399945104,304.60313420478985,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_15,Q,0.4270818315100892,0.44084190220847064,0.6684507435602571,282.8923158633861,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_16,Q,0.4677204113256729,0.44680137631034184,0.6289233486932934,300.64307994678666,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_17,Q,0.4663480555591183,0.4483899819917281,0.6230968278281854,299.1017585930252,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_18,Q,0.4292299317810788,0.4258066368793952,0.6358831488624954,283.43244634195537,0.3,0.42857142857142855,0.3529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_19,Q,0.45878105769756017,0.5127959199141296,0.6147594237621961,307.0647159384656,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
data\datasets\validation_dataset\iaq_varyQ_seg8_seed51.csv,Hard_ensemble_20,Q,0.4890526275595309,0.5111033181238724,0.6155173612513656,314.55681780218276,0.2,0.2857142857142857,0.23529411764705882,7,10,3,3,64,1500,1100,6.177938360791919
