path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,50000.0,2.5122010707855225,70.21356964111328,1328.0029296875,71854.7265625,211775.453125
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,50000.0,3.9780263900756836,59.52229309082031,273.78857421875,3402.92626953125,123358.4765625
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,50000.0,4.505729675292969,21.317363739013672,682.0903930664062,47045.078125,174330.875
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,100000.0,2.5107829570770264,48.950531005859375,1318.8651123046875,65660.0546875,209992.984375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,100000.0,3.9756410121917725,87.41975402832031,306.99908447265625,7377.90673828125,132602.4375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,100000.0,4.505859851837158,5.161990642547607,754.80224609375,42667.9921875,195998.734375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,200000.0,2.5093040466308594,27.353281021118164,1313.5467529296875,59237.1171875,209064.015625
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,200000.0,3.973550319671631,155.52845764160156,315.49285888671875,17246.103515625,135297.890625
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,200000.0,4.507896900177002,19.0897274017334,831.5115356445312,46927.90234375,218155.84375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,2.5109479427337646,61.30774688720703,1346.0804443359375,69762.578125,215544.75
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,3.974752426147461,249.9622344970703,325.97662353515625,31451.234375,137894.96875
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,4.507663726806641,38.016292572021484,840.9541625976562,52903.7890625,220875.625
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,50000.0,2.5121893882751465,73.84213256835938,1322.121826171875,73025.609375,210407.9375
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,50000.0,3.979802131652832,50.522682189941406,290.2480163574219,2267.8603515625,127561.6796875
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,50000.0,4.505845546722412,37.27736282348633,659.3662109375,51902.8046875,167403.125
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,100000.0,2.511425495147705,56.8868522644043,1327.564208984375,68058.9140625,211621.015625
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,100000.0,3.976180076599121,85.33036041259766,305.0421447753906,6739.4970703125,132115.578125
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,100000.0,4.505805015563965,4.8665642738342285,729.5697021484375,42382.40625,188205.796875
