path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,0.89990324,36.276833,442.71786,17363.125,62168.36
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,2.4723775,442.71786,737.8403,62168.36,0.08246891
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,0.42881647,737.8403,695.5358,0.08246891,0.18967813
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,2.9262097,695.5358,540.3756,0.18967813,3.373096
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,1.9782232,540.3756,222.3401,3.373096,10515.683
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,5.475851,222.3401,420.65594,10515.683,0.048081994
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,2.7399287,420.65594,221.61346,0.048081994,5.031978
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,7.8811736,221.61346,425.1206,5.031978,19733.479
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,5.75748,425.1206,56.15717,19733.479,0.6431694
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.3,7.8904476,56.15717,14.9736595,0.6431694,19522.314
