path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,2.400761,6.693331,474.25925,275.2295,78917.88
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,0.0054983534,474.25925,17.881973,78917.88,28323.46
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,0.5780947,17.881973,22.094498,28323.46,0.04277366
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,3.8960204,22.094498,11.148861,0.04277366,24704.305
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,2.5061123,11.148861,375.9651,24704.305,30.185602
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,4.3969226,375.9651,595.3124,30.185602,0.05419695
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,2.695174,595.3124,48.787834,0.05419695,0.059131205
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,7.316104,48.787834,385.7407,0.059131205,49912.062
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,6.045747,385.7407,13.978108,49912.062,4.9547796
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.3,7.329741,13.978108,7.3153596,4.9547796,21202.229
