t_hours,C_true_ppm,C_analytic_ppm,C_meas_ppm
0.0,500.0,500.0,501.8859533164009
0.016666666666666666,513.7692382232332,513.7692377975575,511.78766527386364
0.03333333333333333,527.0870829873021,527.0870662867205,536.6934227439514
0.05,539.9683122500769,539.968284424897,541.5418140073725
0.06666666666666667,552.4272271813636,552.4272060019621,544.3921865839469
0.08333333333333333,564.4776811835609,564.477675545942,569.9016070072032
0.1,576.1330798916609,576.1330837072476,595.693080568613
0.11666666666666667,587.406386305526,587.4063821385516,601.6126007524646
0.13333333333333333,598.310115208726,598.3100978868475,587.754086671621
0.15,608.8563640828032,608.8563473136785,589.8750420171125
0.16666666666666666,619.0568547904177,619.0568495590085,609.7077378523574
0.18333333333333332,628.922934359166,628.9229395636946,629.5428240493746
0.2,638.4655771843483,638.4655806650314,603.5901155647657
0.21666666666666667,647.695387975023,647.6953767793659,644.4135130160348
0.23333333333333334,656.6226008895683,656.6225841853163,637.9339366807723
0.25,665.2571318631119,665.257122920694,654.2731215425601
0.26666666666666666,673.6085844791412,673.6085878057867,665.4446997362816
0.2833333333333333,681.6862499695042,681.6862591052584,676.9417476239669
0.3,689.49911358148,689.4991128405088,695.673571627092
0.31666666666666665,697.0558437901747,697.0558307639542,712.6935443318148
0.3333333333333333,704.364823027252,704.3648100063112,702.4368030830915
0.35,711.4341751232475,711.434172407608,731.9311271814928
0.36666666666666664,718.2717653745954,718.2717735422842,708.2938452722962
0.3833333333333333,724.885200970632,724.8852114484172,730.1578520220273
0.4,731.2818373423194,731.2818350707669,744.8338900670965
0.4166666666666667,737.4687646901175,737.4687524270272,738.8789491565307
0.43333333333333335,743.4528486608222,743.4528385063536,732.300359920515
0.45,749.2407424308235,749.2407429089484,735.4148617869472
0.4666666666666667,754.8388867061058,754.8388972351887,747.9729993210957
0.48333333333333334,760.2535103356881,760.2535222325114,763.5564371877389
0.5,765.4906354357211,765.4906347079942,750.34636268264
0.5166666666666666,770.556064778186,770.5560542143164,767.4184311551104
0.5333333333333333,775.4554186783506,775.4554095165267,773.0670435296335
0.55,780.1941441666679,780.1941448468066,788.3068279369551
0.5666666666666667,784.7775149887772,784.7775259541761,787.9974018263723
0.5833333333333334,789.2106316668185,789.210645955869,794.5412223024173
0.6,793.4984271866164,793.4984309968751,783.6909980453413
0.6166666666666667,797.6456533777049,797.6456457239422,795.7014488723133
0.6333333333333333,801.6569080412634,801.6568985801175,813.4165400921833
0.65,805.5366488088291,805.5366469257146,827.9381159871406
0.6666666666666666,809.2891931422977,809.2892019913947,790.4032101607359
0.6833333333333333,812.9187183339232,812.9187336688658,835.6275749550091
0.7,816.4292640742494,816.4292751445253,836.617395430984
0.7166666666666667,819.8247290652914,819.824727381193,831.5444000757979
0.7333333333333333,823.1088722234393,823.1088634529156,827.0757066783789
0.75,826.2853387934166,826.2853327376595,821.5764965753701
0.7666666666666666,829.3576616376869,829.3576649725503,851.2279718907413
0.7833333333333333,832.3292612364544,832.3292741761666,861.7331359832039
0.8,835.203445687664,835.2034624422447,862.227968735656
0.8166666666666667,837.9834148205196,837.983423609012,857.7099712915351
0.8333333333333334,840.6722498810684,840.672246808224,846.0329560409527
0.85,843.2729279746068,843.2729198978515,825.1481484903742
0.8666666666666667,845.788336950404,845.7883327822294,845.7215249536027
0.8833333333333333,848.2212754145813,848.2212806233596,858.0683994407264
0.9,850.5744527301118,850.5744669469336,831.2490307738685
0.9166666666666666,852.8504890168207,852.8505066465285,858.7773199195508
0.9333333333333333,855.0519188996341,855.051928889313,861.4998743219676
0.95,857.1811814915704,857.1811799264933,867.6218223510135
0.9666666666666667,859.2406330316435,859.2406258116221,841.4788635302856
0.9833333333333333,861.2325596206284,861.2325550297901,851.3070210400429
1.0,863.1591772256842,863.1591810406227,856.6126485185358
1.0166666666666666,865.0226316803528,865.0226447379074,847.4756030637599
1.0333333333333332,866.8249986845599,866.8250168285849,892.9155168415119
1.05,868.5682857283894,868.5683001337476,861.1296248017571
1.0666666666666667,870.2544286906306,870.2544318142025,875.1889731325336
1.0833333333333333,871.8852907251182,871.8852855230712,868.0067025430094
1.1,873.4626796856081,873.4626734878198,897.2147728676399
1.1166666666666667,874.9883489325563,874.9883485240312,894.7937637387838
1.1333333333333333,876.4639973331185,876.4640059831584,885.9642866754923
1.15,877.891269261151,877.8912856364225,844.8386210514512
1.1666666666666667,879.2717546016182,879.2717734969499,880.0521892155165
1.1833333333333333,880.6069918618368,880.607003582172,890.8622847234849
1.2,881.898458668077,881.8984596184467,896.9578823057095
1.2166666666666666,883.147582252902,883.1475766897963,873.878976582288
1.2333333333333334,884.3557480313968,884.3557428325927,911.6859184813217
1.25,885.5242996011682,885.5243005779625,865.7178350509688
1.2666666666666666,886.6545387423441,886.6545484436272,876.7316184151158
1.2833333333333332,887.7477254175742,887.7477423768335,901.7734752392845
1.3,888.8050777722839,888.8050971499798,889.5408969796636
1.3166666666666667,889.8277747865543,889.8277877104885,919.8636635412331
1.3333333333333333,890.8169479259998,890.8169504864234,893.6447358136868
1.35,891.7736891696225,891.7736846493051,882.275777816739
1.3666666666666667,892.6990588421675,892.6990533355255,887.0356062636754
1.3833333333333333,893.5940856141235,893.5940848277197,877.2268938498356
1.4,894.4597665017224,894.4597736974084,875.2945640059232
1.4166666666666667,895.2970668669391,895.2970819101795,904.7532392284626
1.4333333333333333,896.106920417492,896.1069398946373,904.8244076036841
1.45,896.8902301985888,896.890247576309,916.3086124902056
1.4666666666666666,897.6478672038619,897.647875377653,886.328780334963
1.4833333333333334,898.3806660128533,898.3806651852857,923.7172777995085
1.5,899.089436646161,899.0894312854971,894.778621029031
1.5166666666666666,899.7749655227444,899.7749612690975,923.3910897054133
1.5333333333333332,900.4380154599252,900.4380169065989,893.9462277521862
1.55,901.0793256733867,901.0793349947057,890.0470762882526
1.5666666666666667,901.6996117771745,901.6996281750529,905.4463923505544
1.5833333333333333,902.2995657836957,902.2995857261039,917.7713620567378
1.6,902.879857228401,902.8798743290862,905.2950008791312
1.6166666666666667,903.4411305719668,903.4411388088168,894.6581982101168
1.6333333333333333,903.9840031730715,903.984002850241,883.8657074619215
1.65,904.5090746621943,904.5090696914792,883.4862714384328
1.6666666666666667,905.0169273652933,905.016922794154,912.5571701134163
1.6833333333333333,905.5081263038052,905.5081264917408,920.3538218030923
1.7,905.9832191946454,905.983226616663,903.518800305266
1.7166666666666666,906.4427364502081,906.4427511068288,890.3272635767817
1.7333333333333334,906.8871911783664,906.887210592283,919.982823467692
1.75,907.3170794030038,907.3170989626262,888.1111702322853
1.7666666666666666,907.7328810662976,907.7328939158322,897.0368596404086
1.7833333333333332,908.1350534626987,908.1350574890721,917.4503212658002
1.8,908.5240392613633,908.5240365721371,874.7719216577444
1.8166666666666667,908.9002686798028,908.9002634040284,914.6958126432974
1.8333333333333333,909.2641594838826,909.2641560532669,900.53954693774
1.8499999999999999,909.6161169878231,909.6161188824575,911.2553124499904
1.8666666666666667,909.9565340541993,909.9565429976218,908.821011160887
1.8833333333333333,910.2857910939407,910.2858066828011,913.3175070196
1.9,910.6042560663315,910.6042758204104,921.0168351169366
1.9166666666666667,910.9122847178946,910.9123042978129,899.5367384544185
1.9333333333333333,911.210221130817,911.2102344005635,932.5249514654957
1.95,911.4983922403109,911.4983971927621,922.3897990745273
1.9666666666666666,911.7771146555059,911.7771128849365,924.4331045900549
1.9833333333333334,912.0466962130275,912.0466911898645,929.5196559296929
2.0,912.3074359769973,912.3074316667316,924.1212593025854
2.0166666666666666,912.5596242390332,912.5596240540049,925.220804447712
2.033333333333333,912.8035425182486,912.8035485913945,913.9374466793919
2.05,913.0394635612538,913.0394763312603,891.6378557964078
2.0666666666666664,913.2676513421545,913.2676694398089,911.2419748415994
2.0833333333333335,913.488361062553,913.488381488416,901.9456414599025
2.1,913.701839885575,913.7018577353994,892.3607133578439
2.1166666666666667,913.9083245902768,913.908335398552,917.7851164539717
2.1333333333333333,914.1080407563865,914.1080439187433,905.5797989441718
2.15,914.3012077852104,914.3012052148756,898.8541412150385
2.1666666666666665,914.4880390438085,914.4880339304848,898.843022842735
2.183333333333333,914.6687418649943,914.6687376722543,918.694998060628
2.2,914.8435175473348,914.8435172407112,920.22359678489
2.216666666666667,915.0125613551506,915.0125668533581,934.8494234016531
2.2333333333333334,915.1760625185156,915.1760743604902,914.9673424906541
2.25,915.3342042332572,915.3342214539382,930.9618006214496
2.2666666666666666,915.4871636609566,915.4871838689655,936.5211360625444
2.283333333333333,915.6351121985196,915.6351315795486,932.8875967407649
2.3,915.7782151618386,915.7782289872539,880.298656567684
2.3166666666666664,915.9166285287915,915.9166351039238,934.3468843168429
2.3333333333333335,916.0505035994892,916.0505037283721,921.1448037232188
2.35,916.1799876354579,916.1799836172878,922.5365579282582
2.3666666666666667,916.3052238596392,916.3052186505357,921.8736351256831
2.3833333333333333,916.4263514563901,916.4263479910375,922.1677088604515
2.4,916.5435055714827,916.5435062394116,921.3347188752684
2.4166666666666665,916.6568173121044,916.6568235835433,911.2731176840251
2.433333333333333,916.766413746858,916.7664259432513,888.241884271218
2.45,916.8724179057617,916.8724351102118,915.2386969871503
2.466666666666667,916.9749487802488,916.9749688832947,904.9189710524387
2.4833333333333334,917.074121462981,917.0741411994635,933.2765726510493
2.5,917.1700471670777,917.1700622603842,912.838549577147
2.5166666666666666,917.2628301653012,917.2628386548819,918.5149605069064
2.533333333333333,917.3525713806231,917.3525734773848,904.608482046471
2.55,917.4393691172983,917.4393664424834,909.7800320988264
2.5666666666666664,917.5233190608654,917.5233139957354,917.3503231355667
2.5833333333333335,917.6045142781463,917.6045094208368,895.3238865141932
2.6,917.6830452172464,917.6830429432805,922.1933219316655
2.6166666666666667,917.7589997075547,917.7590018306155,916.1679159058384
2.6333333333333333,917.8324629597436,917.8324704894205,900.0466658846651
2.65,917.9035175657688,917.9035305590977,881.9300245848021
2.6666666666666665,917.9722434988696,917.9722610025908,925.6680255070742
2.683333333333333,918.0387181135688,918.0387381941306,913.5749575294188
2.7,918.1030162422858,918.1030360041027,910.1528900440134
2.716666666666667,918.1652101661521,918.1652258811334,914.6228907183579
2.7333333333333334,918.2253671715424,918.2253769314846,945.4725062847596
2.75,918.2835523161946,918.2835559958451,917.5365377802999
2.7666666666666666,918.3398290215628,918.3398277236056,919.6391179663909
2.783333333333333,918.3942590728179,918.3942546446974,896.088166027687
2.8,918.4469026188481,918.4468972390772,943.1569886141896
2.8166666666666664,918.4978181722578,918.4978140039324,932.2601379239222
2.8333333333333335,918.5470626093685,918.5470615186848,934.5510856144462
2.85,918.5946911702185,918.5946945078621,919.3097821383938
2.8666666666666667,918.6407574585629,918.6407659019084,932.3905792909319
2.8833333333333333,918.6853134418734,918.6853268960017,924.2495159682895
2.9,918.7284094513386,918.7284270069422,927.9262456192237
2.9166666666666665,918.770094181864,918.7701141281764,916.4871998057397
2.933333333333333,918.8104147364688,918.8104345830168,896.7020955158395
2.95,918.8494166571417,918.8494331761173,934.2822318741894
2.966666666666667,918.8871419506117,918.8871532432602,889.8627474014661
2.9833333333333334,918.9236310780553,918.923636699512,915.3245810091848
