path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,0.8436586,16.886133,155.17747,61.01922,0.07040132
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,0.0043993504,155.17747,149.04285,0.07040132,18900.215
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,2.4811292,149.04285,636.6619,18900.215,0.039514195
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,3.9503841,636.6619,350.25006,0.039514195,0.039662108
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,1.9411662,350.25006,222.99467,0.039662108,36141.816
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,4.4099317,222.99467,323.30954,36141.816,0.017445931
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,2.7842844,323.30954,54.55153,0.017445931,0.019140271
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,7.940078,54.55153,229.64287,0.019140271,19915.562
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,5.9030085,229.64287,29.446577,19915.562,0.057137348
./data/datasets/varying_pinn_datasets/varying_Q.csv,200,0.05,7.95644,29.446577,4.5319095,0.057137348,21561.002
