file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q700_S0.30.csv,700.0,0.3,300000.0,657.3774,281300.625,0.281301,0.174342,0.171908,25.050367
