path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,0.8776138,12.532868,341.38412,12845.902,45914.145
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,2.4959846,341.38412,803.89056,45914.145,0.047038194
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,0.03376627,803.89056,767.2804,0.047038194,0.20180455
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,3.9765255,767.2804,423.6446,0.20180455,0.08218906
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,1.9818078,423.6446,246.68187,0.08218906,41229.145
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,4.3858423,246.68187,329.53506,41229.145,0.04976949
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,2.7064106,329.53506,74.79947,0.04976949,8067.2065
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,7.9642434,74.79947,177.59358,8067.2065,27.844233
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,6.8901806,177.59358,63.15381,27.844233,0.22925895
./data/datasets/varying_pinn_datasets/varying_Q.csv,400,0.1,7.971658,63.15381,11.074464,0.22925895,21069.016
