path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,0.6244146,13.848704,57.280582,8552.843,0.027463969
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,0.015155671,57.280582,11.194594,0.027463969,0.035637025
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,2.4358876,11.194594,496.55515,0.035637025,0.09634827
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,4.035286,496.55515,770.3914,0.09634827,73561.73
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,0.6119778,770.3914,341.47772,73561.73,0.023048442
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,4.3383536,341.47772,603.91174,0.023048442,0.0087076435
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,2.7355115,603.91174,43.726357,0.0087076435,0.012542474
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,7.9680133,43.726357,211.7916,0.012542474,21357.967
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,6.090505,211.7916,14.745258,21357.967,0.24403612
./data/datasets/varying_pinn_datasets/varying_Q.csv,100,0.05,7.9868836,14.745258,2.766592,0.24403612,33327.617
