file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q700_S0.20.csv,700.0,0.2,200000.0,628.9395,179409.0312,0.179409,0.382278,0.378442,13.072985
