file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q500_S0.10.csv,500.0,0.1,100000.0,462.9685,92331.5078,0.092332,0.571436,0.567403,2.7479
