file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q400_S0.05.csv,400.0,0.05,50000.0,309.218,38505.0312,0.038505,0.890158,0.887992,0.177808
