file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q200_S0.20.csv,200.0,0.2,200000.0,197.8667,197825.5469,0.197826,0.01007,0.010056,0.342423
