t_hours,C_true_ppm,C_analytic_ppm,C_meas_ppm
0.0,500.0,500.0,501.8859533164009
0.016666666666666666,505.57326291798705,505.57326291805896,503.5916899686175
0.03333333333333333,510.96382310808747,510.96381254462494,520.5701628647367
0.05,516.177663976828,516.1776389338869,517.7511657341236
0.06666666666666667,521.220564011469,521.2205357626989,513.1855234140523
0.08333333333333333,526.0981260760728,526.0981067685956,531.5220518997152
0.1,530.815777436806,530.8157719767431,550.3757781137581
0.11666666666666667,535.3787697619395,535.3787737227472,549.584984208878
0.13333333333333333,539.7921809520493,539.7921824780097,529.2361524149444
0.15,544.0609134754841,544.0609024841079,525.0795914097934
0.16666666666666666,548.1896949657377,548.1896772024559,538.8405780276773
0.18333333333333332,552.1831087585351,552.183094585305,552.8029984487438
0.2,556.0455962223011,556.0455921739413,521.1701346027186
0.21666666666666667,559.7814567581596,559.7814620297434,556.4995817991714
0.23333333333333334,563.394848074867,563.3948555035804,544.706183866071
0.25,566.8897909700223,566.8897878488523,555.9057806494706
0.26666666666666666,570.2701561756206,570.2701426832946,562.106271432761
0.2833333333333333,573.5396911982131,573.5396763045094,568.7951888526758
0.3,576.702029534522,576.7020218640155,582.876487580134
0.31666666666666665,579.7606906714408,579.7606934044576,595.3983912130809
0.3333333333333333,582.7190800860337,582.7190897644593,580.7910601418732
0.35,585.5804909054361,585.5804983554603,606.0774429636814
0.36666666666666664,588.3481031275714,588.3480988147342,578.3701830252722
0.3833333333333333,591.0249790027284,591.024966538645,596.2976300541237
0.4,593.6140878836097,593.6140761000723,607.1661406083869
0.4166666666666667,596.1183084377706,596.1183045537967,597.5284929041837
0.43333333333333335,598.5404286476183,598.5404346335241,587.3879399073112
0.45,600.8831458104124,600.8831578440982,587.0572651665361
0.4666666666666667,603.1490683343382,603.1490774523382,596.2831809493281
0.48333333333333334,605.3407136554433,605.3407113798261,608.6436405074941
0.5,607.4605053637326,607.4604950008548,592.3162326106516
0.5166666666666666,609.5107942442763,609.5107838486518,606.3731606212007
0.5333333333333333,611.4938596867489,611.4938562328799,609.1054845380318
0.55,613.4119096854284,613.4119157713264,621.5245934557156
0.5666666666666667,615.2670808391972,615.2670938385951,618.4869676767923
0.5833333333333334,617.0614389977359,617.0614519345183,622.3920296333347
0.6,618.7969810239589,618.7969839749256,608.9895518826838
0.6166666666666667,620.4756252506497,620.47561850731,618.5314207452582
0.6333333333333333,622.0992307237593,622.0992208538571,633.8588627746792
0.65,623.6696009062796,623.6695951842179,646.071068084591
0.6666666666666666,625.1884836782432,625.1884865203265,606.3025006966814
0.6833333333333333,626.657571336724,626.6575826754932,649.36642795781
0.7,628.0785005958368,628.0785161299269,648.2666319525713
0.7166666666666667,629.4528546633125,629.4528658447686,641.1725256738189
0.7333333333333333,630.7821584242032,630.7821590166564,634.7489928791427
0.75,632.0678799192888,632.0678727747669,627.3590377012423
0.7666666666666666,633.3114441057453,633.3114358222227,655.1817543587997
0.7833333333333333,634.5142331949321,634.5142300236864,663.9181079416816
0.8,635.6775866523905,635.6775919409085,662.7021097003824
0.8166666666666667,636.8028011978449,636.8028143179334,656.5293576688605
0.8333333333333334,637.8911308052021,637.8911475176145,643.2518369650865
0.85,638.9437886751557,638.943800911035,620.8190091909231
0.8666666666666667,639.9619420958971,639.9619442213785,639.8951300990959
0.8833333333333333,640.9467144733271,640.9467088237408,650.7938384994721
0.9,641.8991965904985,641.8991890023303,622.5737746342552
0.9166666666666666,642.8204467964644,642.820443166452,648.7472776991945
0.9333333333333333,643.7114910062792,643.7114950266267,650.1594464286127
0.95,644.5733227009978,644.573334732152,655.0139635604409
0.9666666666666667,645.4069029276764,645.4069199713708,627.6451334263185
0.9833333333333333,646.2131609618218,646.2131770358674,636.2876223812362
1.0,646.9929943801438,646.9930018497759,640.4464656729955
1.0166666666666666,647.7472625945134,647.7472609653435,630.2002339779204
1.0333333333333332,648.4767990821595,648.4767925258558,674.5673172391115
1.05,649.1824130735381,649.182407196993,641.7437521469059
1.0666666666666667,649.8648895523313,649.8648890676534,654.7994339942344
1.0833333333333333,650.5249892554476,650.5249965212431,646.6464010733388
1.1,651.163448673022,651.1634630784032,674.9155418550538
1.1166666666666667,651.7809800484159,651.7809982121079,671.5863948546435
1.1333333333333333,652.3782723971941,652.3782881360403,661.8785617395679
1.15,652.9559894454002,652.9559965671234,619.9033412357004
1.1666666666666667,653.5147668009397,653.5147654630512,654.295201414838
1.1833333333333333,654.0552216793546,654.055215735641,664.3105145410027
1.2,654.5779534664618,654.5779479407998,669.6373771040944
1.2166666666666666,655.0835437183522,655.0835429458699,645.8149380477382
1.2333333333333334,655.5725561613909,655.5725625750971,682.9027266113158
1.25,656.0455366922179,656.0455502339372,636.2390721420185
1.2666666666666666,656.5030133777472,656.5030315128967,646.5800930505188
1.2833333333333332,656.9454967420196,656.9455147715754,670.9712465637299
1.3,657.3734805184149,657.3734917035632,658.1092997257946
1.3166666666666667,657.787435342478,657.7874378828168,687.8233240971568
1.3333333333333333,658.1878170948387,658.1878132921237,661.0156049825257
1.35,658.575068784348,658.5750628342425,649.0771574314646
1.3666666666666667,658.9496205480793,658.9496168262841,653.2861679695873
1.3833333333333333,659.311889651328,659.3118914778865,642.9446978870401
1.4,659.6622804876113,659.6622893537129,640.4970779918121
1.4166666666666667,660.0011845786684,660.001199820787,669.4573569401919
1.4333333333333333,660.3289805744605,660.3289994811628,669.0464677606526
1.45,660.6460346994319,660.6460525904108,680.0644169910487
1.4666666666666666,660.9527003905564,660.9527114623834,649.6336135216575
1.4833333333333334,661.2493139175128,661.2493168607109,686.585925704168
1.5,661.5362015434481,661.5361983774632,657.2253859263182
1.5166666666666666,661.8136804293295,661.8136747993966,685.4298046119983
1.5333333333333332,662.0820586339448,662.0820544621948,655.5902709262059
1.55,662.3416351139023,662.3416355930951,651.3093857287681
1.5666666666666667,662.5926997236307,662.5927066422834,666.3394802970107
1.5833333333333333,662.8355332153793,662.835546603423,678.3073294884214
1.6,663.070407239218,663.0704253236778,665.4855508899482
1.6166666666666667,663.2975843431277,663.2976038035687,654.5146519812777
1.6333333333333333,663.5173190557794,663.5173344870024,643.3990233446293
1.65,663.7298535391501,663.7298615417892,642.7070503153886
1.6666666666666667,663.9354203314107,663.9354211309671,671.4756630795337
1.6833333333333333,664.1342456832532,664.1342416752284,678.9799411825403
1.7,664.3265495578917,664.3265441067446,661.8621306685123
1.7166666666666666,664.5125456310612,664.5125421146688,648.3970727576348
1.7333333333333334,664.6924412910191,664.6924423825908,677.7880735803448
1.75,664.8664376385439,664.8664448182059,645.6605284678253
1.7666666666666666,665.0347294869354,665.0347427754559,654.3387080610463
1.7833333333333332,665.1975053620157,665.1975232693864,674.5127731651172
1.8,665.3549475021279,665.3549671839603,631.602829898509
1.8166666666666667,665.5072325396442,665.5072494730591,671.3027765031387
1.8333333333333333,665.6545289293557,665.6545393548937,656.9299163832131
1.8499999999999999,665.7969971506807,665.7970005000423,667.4361926128479
1.8666666666666667,665.93479340646,665.9347912133231,664.7992705131477
1.8833333333333333,666.0680696710375,666.0680646097052,669.0997855966968
1.9,666.196973690259,666.1969687844519,676.6095527408642
1.9166666666666667,666.3216489814729,666.3216469776862,654.9461027179967
1.9333333333333333,666.44223483353,666.4422377335615,687.7569651682088
1.95,666.5588663067836,666.5588750542132,677.450273141
1.9666666666666666,666.6716742330891,666.6716885486647,679.3276641676381
1.9833333333333334,666.7807852158048,666.78080357685,684.2537449324702
2.0,666.8863216297909,666.8863413889152,678.700144955379
2.0166666666666666,666.9884021742945,666.9884192599543,679.6495823829733
2.033333333333333,667.087139481967,667.0871506203263,668.2210436431103
2.05,667.1826406744262,667.1826451817005,645.7810329095803
2.0666666666666664,667.2750100970383,667.2750090589702,665.2493335964831
2.0833333333333335,667.3643493378438,667.3643448881684,655.8216297351933
2.1,667.4507572275586,667.4507519405188,646.1096306998274
2.1166666666666667,667.5343298395727,667.5343262327473,671.4111217032676
2.1333333333333333,667.615160489951,667.615160633777,659.0869186777363
2.15,667.6933397374331,667.6933449679259,652.2462731672612
2.1666666666666665,667.7689553834334,667.76896611472,652.1239391823599
2.183333333333333,667.8420924720408,667.8421081054363,671.8683486676745
2.2,667.9128332900189,667.9128522164783,673.292912527574
2.216666666666667,667.9812573678299,667.9812770596925,687.8181194143324
2.2333333333333334,668.0474419317934,668.0474586697222,667.838721903932
2.25,668.1114593955036,668.1114705884988,683.739055783696
2.2666666666666666,668.1733788860796,668.1733839469622,689.2073512876674
2.283333333333333,668.2332677963047,668.233267544103,685.4857523385501
2.3,668.2911917846267,668.2911879234123,632.8116331904721
2.3166666666666664,668.3472147751573,668.3472094468262,686.7774705632087
2.3333333333333335,668.4013989576735,668.4013943662458,673.4956990814031
2.35,668.4538047876158,668.4538028927117,674.8103750804161
2.3666666666666667,668.5044909860898,668.504493263312,674.0729022521336
2.3833333333333333,668.5535145398648,668.5535218058961,674.2948719439262
2.4,668.600930701375,668.6009430016666,673.3921440051607
