file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q400_S0.10.csv,400.0,0.1,100000.0,384.7845,95959.6953,0.09596,0.350243,0.346479,4.875361
