path,Q_init,S_init,tau,Q_minus,Q_plus,S_minus,S_plus
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,0.4906427562236786,506.3442077636719,121.03076934814453,78216.265625,56243.921875
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,1.0028847455978394,707.7010498046875,549.44384765625,166805.828125,75110.2421875
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,0.914444625377655,87.32559204101562,519.5279541015625,213366.625,78490.578125
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,2.5108537673950195,56.95272445678711,1336.218505859375,68342.4921875,213180.515625
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,3.301631212234497,346.8963928222656,562.7453002929688,47920.96875,84740.359375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,3.9725706577301025,243.94482421875,318.4656066894531,30450.69140625,135918.0
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,4.507979869842529,47.401981353759766,818.7489624023438,55492.47265625,214618.4375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,5.505093097686768,138.34689331054688,885.7207641601562,40097.8203125,122433.8671875
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,6.902334213256836,407.9114990234375,189.06532287597656,51412.0859375,57194.234375
./data/datasets/varying_pinn_datasets/varying_Q.csv,50,300000.0,7.8783345222473145,111.59408569335938,273.83453369140625,53616.65625,101431.4765625
