file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q800_S0.10.csv,800.0,0.1,100000.0,160.3663,20023.2754,0.020023,0.965049,0.959322,0.386325
