t_hours,C_true_ppm,C_meas_ppm,Q_true,S_true
0.0,500.0,500.0,399.5542697053821,100000.0
0.016666666666666666,510.96996742162486,510.96996742162486,399.5542697053821,100000.0
0.03333333333333333,521.2332334287579,521.2332334287579,399.5542697053821,100000.0
0.05,530.8352654332281,530.8352654332281,399.5542697053821,100000.0
0.06666666666666667,539.8186974498645,539.8186974498645,399.5542697053821,100000.0
0.08333333333333333,548.2234218104855,548.2234218104855,399.5542697053821,100000.0
0.1,556.0866598868586,556.0866598868586,399.5542697053821,100000.0
0.11666666666666667,563.4433080983925,563.4433080983925,399.5542697053821,100000.0
0.13333333333333333,570.3260472923416,570.3260472923416,399.5542697053821,100000.0
0.15,576.7653656719286,576.7653656719286,399.5542697053821,100000.0
0.16666666666666666,582.7898175559804,582.7898175559804,399.5542697053821,100000.0
0.18333333333333332,588.4261743076047,588.4261743076047,399.5542697053821,100000.0
0.2,593.6994301396985,593.6994301396985,399.5542697053821,100000.0
0.21666666666666667,598.6329357728636,598.6329357728636,399.5542697053821,100000.0
0.23333333333333334,603.2486076974039,603.2486076974039,399.5542697053821,100000.0
0.25,607.566952014359,607.566952014359,399.5542697053821,100000.0
0.26666666666666666,611.6070784456363,611.6070784456363,399.5542697053821,100000.0
0.2833333333333333,615.3869058890388,615.3869058890388,399.5542697053821,100000.0
0.3,618.9232389537543,618.9232389537543,399.5542697053821,100000.0
0.31666666666666665,622.231768799687,622.231768799687,399.5542697053821,100000.0
0.3333333333333333,625.3271284908551,625.3271284908551,399.5542697053821,100000.0
0.35,628.2230628147443,628.2230628147443,399.5542697053821,100000.0
0.36666666666666664,630.9324515593848,630.9324515593848,399.5542697053821,100000.0
0.3833333333333333,633.4673033329659,633.4673033329659,399.5542697053821,100000.0
0.4,635.8388284989938,635.8388284989938,399.5542697053821,100000.0
0.4166666666666667,638.057562937244,638.057562937244,399.5542697053821,100000.0
0.43333333333333335,640.1333783060186,640.1333783060186,399.5542697053821,100000.0
0.45,642.0754740710676,642.0754740710676,399.5542697053821,100000.0
0.4666666666666667,643.8924330283581,643.8924330283581,399.5542697053821,100000.0
0.48333333333333334,645.5923260354159,645.5923260354159,399.5542697053821,100000.0
0.5,647.1827169305757,647.1827169305757,399.5542697053821,100000.0
0.5166666666666666,648.7040850681254,648.7040850681254,384.63274624792444,100000.0
0.5333333333333333,650.6471574488573,650.6471574488573,384.63274624792444,100000.0
0.55,652.4690681823885,652.4690681823885,384.63274624792444,100000.0
0.5666666666666667,654.17786344778,654.17786344778,384.63274624792444,100000.0
0.5833333333333334,655.7805332910367,655.7805332910367,384.63274624792444,100000.0
0.6,657.2836688203728,657.2836688203728,384.63274624792444,100000.0
0.6166666666666667,658.6934724945695,658.6934724945695,384.63274624792444,100000.0
0.6333333333333333,660.0157593407419,660.0157593407419,384.63274624792444,100000.0
0.65,661.2559425513862,661.2559425513862,384.63274624792444,100000.0
0.6666666666666666,662.4191009901854,662.4191009901854,384.63274624792444,100000.0
0.6833333333333333,663.5100252332621,663.5100252332621,384.63274624792444,100000.0
0.7,664.5332182152979,664.5332182152979,384.63274624792444,100000.0
0.7166666666666667,665.4928966748992,665.4928966748992,384.63274624792444,100000.0
0.7333333333333333,666.3929794655389,666.3929794655389,384.63274624792444,100000.0
0.75,667.237156974716,667.237156974716,384.63274624792444,100000.0
0.7666666666666666,668.0289096338719,668.0289096338719,384.63274624792444,100000.0
0.7833333333333333,668.7715082067579,668.7715082067579,384.63274624792444,100000.0
0.8,669.4680138305761,669.4680138305761,384.63274624792444,100000.0
