file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q700_S0.05.csv,700.0,0.05,50000.0,0.5157,19.6883,2e-05,0.999089,0.998786,0.000345
