file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q800_S0.05.csv,800.0,0.05,50000.0,4.3128,238.678,0.000239,0.997821,0.997438,0.000454
