file,Q_true,S_vol_true,S_true,Q_est,S_est,S_vol_est,final_loss_total,final_loss_data,final_loss_phys
iaq_Q400_S0.30.csv,400.0,0.3,300000.0,391.6708,293566.6562,0.293567,0.033327,0.033141,4.400105
